quote,author,category
"All human beings desire to be in a better space and a better place. We all want a peaceful and prosperous life for ourselves and our families. When you don't manage your emotions in high stress, high-pressure situations, you get the opposite of what you want. The domino affect impacts how you live, eat and provide for your family. Is it worth it? Never. Control your emotions. Manage your choices. Your life is depending on it.",Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
Put in the work. Reap the rewards,Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
Looking toward the future. It's as bright as you make it.,Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
Your discipline or lack of discipline will protect you from or expose you to disaster. Practice discipline. Be consistent.,Bobby F. Kimbrough Jr.,"existence, god, midnight, motivation, spiritual, strength, survival"
"The true measure of a person is not in what he knows, but what he does with what he knows.",Ifeanyi Enoch Onuoha,"hinovelty, idea, ifeanyi-enoch-onuoha, inspirational, man, measure, motivation, quote, truth, wisdom"
"Your skill, strength, and overall survival are offensive to some people. Those are definitely not your people.",Sabrina Newby,"black-women-quotes, inspirational-life, inspirational-quotes, motivation, motivational-quotes, strength, strength-and-courage, strength-through-adversity, women-empowerment, women-quotes"
The seeds we sow today will grow to serve as shades for weary travellers tomorrow,Nike Thaddeus,"future, future-generations, future-plans, growth, lesson-for-the-future, life-lesson, maturity, motivation, plan-for-the-future, posterity, posterity-quotes, seeds, tomorrow"
"Let the spark in you catch fire and burn into the air, so that it may light up the sky.",Saim .A. Cheeda,"air, burn, catch, catching-fire, confidence, fire, inspirational, light, motivation, sky, spark, true-self, uniqueness"
Do you really need permission? Still waiting for that invitation to your life? No one is going to give it to you...only you can do that.,Jennifer Ho-Dougatz,"acceptance, empowerment, inspirational, jennifer-ho-dougatz, life, motivation, permission, self-improvement"
"If you really want more, then cross the door and get to the shore.",RVM,"inspiration, motivation"
Faith gives Courage to the heart and Energy to the mind to make the Impossible Possible.,RVM,"inspiration, motivation"
"If your Life is full of Sorrow, then beg, steal, or borrow ENTHUSIASM from a great soul to make your Life whole.",RVM,"inspiration, motivation"
"Once I get on a puzzle, I can't get off. If my mother's friend had said, ""Never mind, it's too much work,"" I'd have blown my top, because I want to beat this damn thing, as long as I've gone this far. I can't just leave it after I've found out so much about it. I have to keep going to find out ultimately what is the matter with it in the end.","Ralph Leighton, Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",motivation
Progress is like wheels that never stop, they have to keep turning in order to remain relevant to a car and all of its mechanical parts. Stopping is not an option in real time but it is to those that envy progress and upward mobility. Progress never ends because it is infinite but it rebuilds and readjust (s) to take increment steps then massive steps if it is hindered.- Terrance Robinson,Terrance Robinson- Artist Educator Scholar Entrepreneur
Wishes don't bring riches, work make things work.,Ifeanyi Enoch Onuoha
"Rather than wasting time on yesterday that is gone, it is better to invest your time in Tomorrow that is not yet born.",RVM,"inspiration, motivation"
The simplest way to Rejoice is to Count your Blessings and be grateful for them. You will automatically feel Joy in your Heart.,RVM,"inspiration, motivation"
"The Sun challenges us to Shine, the Clouds remind us to Move, the Birds tell us we too can Fly and the Sky tells us that there is no limit to our Dreams and Goals.",RVM,"inspirational, motivation"
Many people become prosperous only to realize the illusion that Success is more Fulfillment than Achievement.,RVM,"inspiration, motivation"
be determined with patience that's it.. game is yours..,kurbhatt,"determination, goals, life, motivation, patience, self-confidence"
"Sometimes to change a situation you are in requires you to take a giant leap. But, you won't be able to fly unless you are willing to transform.","Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem","adventure, aim, aspirations, butterfly, change, changes, changes-in-life, changing, cocoon, courage, determination, divorce, dreams, fly, flying, future, giant-leap, goals, inspiration, job-loss, jump, jumping, leap, life, life-changing, life-quotes, metamorphosis, moth, motivation, motivator, obstacles, past, philosophy, present, problems, risk, self, self-improvement, strength, suzy-kassem, taking-risk, transform, transformation, transformations, transforming, truth, turmoil"
"Do what ought to be done, here and now, to get you somewhere — anywhere.",Charlotte Eriksson,"action, ambition, anywhere, charlotte-eriksson, do, dreams, drive, driven, getting-somewhere, hard-work, motivation, somewhere, success, the-compound-effect, the-glass-child, tumblr-writers, work, workers"
"Whilst some people inspire, others conspire!",Ernest Agyemang Yeboah,"bad-people, conspiracy, good-people, haters-quotes, motivation, stay-focused"
Do not allow your happiness to be controlled by the thoughts of others. People are happy for you one minute and then the next they are looking down their noses at you. You have to find within yourself the kind of happiness that withstands the ups and downs of life. No one should have the power to limit or repress your happiness.,"Amaka Imani Nkosazana, Heart Crush","bravery, courage, dedications, deeds, depression, emotions, expressions, freedom, friends, friendship, goals, god, happiness, honesty, hopeful, inspiration, inspirational-quotes, inspirational-words, inspire, interests, joy, kindness, life, limitations, living, love, loving, motivation, people, power, quotes-about-god, quotes-about-love, quotes-to-live-by, sadness, self-awareness, standing, thoughts, truth, understandings, uplifting, wisdom, within-you, words-to-live-by, yourself"
Serendipity is not the product of patience, it’s the product of action.,Audrey Moralez
You must be present in the present to make it a present.,RVM,"inspiration, motivation"
Don’t be afraid of being Happy. You deserve to be Happy.,RVM,"inspiration, motivation"
In some of our life projects we just never sit down to ask ourselves where we need to be going with it and so our 'ship of the project' wanders at the dictates of the waves rather than directed by the motor of our purpose,Gbenga APAMPA,"motivation, purpose, vision"
Time will tell if it was well spent. Time will tell where all your ideas went. Time will allow you to achieve your goals. Time is too precious to put on hold.Don't waste time on meaningless things.Take advantage of its benefits and all life brings.,"Bianca McCormick-Johnson, ""I'm G.O.O.D."":","inspirational, inspirational-quotes, motivation, motivational, motivational-quotes, poetry-quotes"
You cannot free someonewho is caged intheir own self.,"Anjum Choudhary, Souled Out","anjumchoudhary, artist, bipolar, book, cage, couples, depression, findinglostsouls, free, i, inspirational, inspirational-quotes, instagram, instaquote, king, love, lovequotes, loveyou, loveyourself, loveyourselfmovement, me, motivation, motivational, peace, poem, poems, poet, poetess, queen, self-help, selfrespect, souledout, strength, stress, strong, strong-woman, true-love, truth, us, writer, writing, you"
Destruction wasn't when you chose to destroy me.It was when i let you.,"Anjum Choudhary, Souled Out","anjumchoudhary, artist, bipolar, book, couples, depression, findinglostsouls, inspirational, inspirational-quotes, instagram, instaquote, king, love, lovequotes, me, motivation, motivational, poem, poems, poet, poetess, queen, souledout, strong-woman, true-love, truth, us, writer, writing, you"
"I was lost for too longbut when i found you,i could feel it in my bones.You were my home.","Anjum Choudhary, Souled Out","anjumchoudhary, artist, bipolar, book, couples, depression, findinglostsouls, inspirational, inspirational-quotes, instagram, instaquote, king, love, lovequotes, me, motivation, motivational, poem, poems, poet, poetess, queen, souledout, strong-woman, true-love, truth, us, writer, writing, you"
Take me to your darkest cornersand watch your demonssurrender to mine..,"Anjum Choudhary, Souled Out","anjumchoudhary, artist, bipolar, book, couples, demons, depression, findinglostsouls, inspirational, inspirational-quotes, instagram, instaquote, king, love, lovequotes, me, motivation, motivational, poem, poems, poet, poetess, queen, souledout, strong-woman, surrender, true-love, truth, us, watch, writer, writing, you"
Master the art of selfloveand you will never have to seekvalidationever again.,"Anjum Choudhary, Souled Out","again, anjumchoudhary, artist, bipolar, book, couples, depression, findinglostsouls, i, inspirational, inspirational-quotes, instagram, instaquote, king, love, lovequotes, loveyou, loveyourself, loveyourselfmovement, master, me, motivation, motivational, poem, poems, poet, poetess, queen, self-help, selflove, selfrespect, souledout, strength, stress, strong, strong-woman, true-love, truth, us, validation, writer, writing, you"
"I am no one's to be claimed,I belong to me.","Anjum Choudhary, Souled Out","anjumchoudhary, artist, bipolar, book, couples, depression, findinglostsouls, i, inspirational, inspirational-quotes, instagram, instaquote, king, love, lovequotes, loveyou, loveyourself, loveyourselfmovement, me, motivation, motivational, poem, poems, poet, poetess, queen, self-help, selfrespect, souledout, strength, stress, strong, strong-woman, true-love, truth, us, writer, writing, you"
I stopped losing my sleep over you...Now i lie awakein search of me!!,"Anjum Choudhary, Souled Out","anjumchoudhary, artist, beautiful, bipolar, book, couples, depression, findinglostsouls, inspirational, inspirational-quotes, instagram, instaquote, king, lose, love, lovequotes, me, motivation, motivational, poem, poems, poet, poetess, queen, sleep-awake, souledout, strong-woman, true, true-love, truth, us, writer, writing, you"
"It's okay darling,creative people are called crazyall the time.","Anjum Choudhary, Souled Out","adult, anjumchoudhary, artist, bipolar, book, call, couples, crazy, creative, darling, depression, findinglostsouls, inspirational, inspirational-quotes, instagram, instaquote, king, love, lovequotes, me, motivation, motivational, people, poem, poems, poet, poetess, queen, souledout, strength, strong, strong-woman, time, true-love, truth, us, writer, writing, you"
Sometimes even the best of us have to lose ourselves in fantasy to survive reality.,Maxi Bransdale,"escape-from-reality, fantasy, inspiration, motivation, quote"
Be like a water who creates his own path don't be like a stone who stops everyone's path,Awais Aman,"goals-in-life, motivation, path, polite, stop"
"Success doesn't come to you walking, you should move towards it",Kamal Khanzada,"hardwork, inspirational, inspirational-life, motivation, passion, success"
"This day is full of extraordinary things that you are missing. Wonderful sights, like the sun on your counterpane, the hairs on your cat's tail, the cracks in the paint on your radiator, the leaves piling up against the curve. Wonderful smells, wonderful sounds. Wonderful people. Wonderful opportunities. Today is wonderful. But perhaps you have lost your sense of wonder.","Danny Gregory, The Creative License: Giving Yourself Permission to Be The Artist You Truly Are","art, creativity, inspiration, life, motivation, permission, wonder"
An artist is someone who sees and feels realty very intensely. Creativity doesn't mean just making things up out of thin air. It means seeing and feeling the world so vividly that you can put together connections and patterns that help to explain reality. It means you see the beauty in the world rather than trying to hide from it.,"Danny Gregory, The Creative License: Giving Yourself Permission to Be The Artist You Truly Are","art, creativity, inspiration, motivation, permission"
Those who always think of their aches can never do what it takes!,RVM,"inspiration, motivation"
"People will think while you can do, go and do it",Kamal Khanzada,"entrepreneur, inspirational, inspiring, motivation, success"
"Celebrate your life now, as it unfolds. Turn away from judgement and negative theories about your worth, your potential, and your destiny. See what you already have.","Danny Gregory, The Creative License: Giving Yourself Permission to Be The Artist You Truly Are","art, creativity, inspiration, life, motivation, permission"
"Life is a maze. Don't just gaze. Change your pace, to win the race.",RVM,"inspiration, motivation"
Efforts + Proper Timing = Success,Rajasaraswathii,"attitude-quotes, inspirational-quotes, leader, motivation, positive-thinking, success, win"
"The best way to solve a problem is not to think of it as a problem but just as a difficulty or a challenge. Technically, the obstacle is the same, but you'll be able to approach it with a positive attitude that sharpens the mind and beats a path towards more solutions in the future.",A.G. Roemmers,"challenge, motivation, problems"
"I would rather live 10 years doing what I Love, than drag through Life 50 years, hating everyday I Live.",RVM,"inspiration, motivation"
"If you let anyone tie your Wings with Strings, you can never Fly in the Sky! Your Independence, Your Freedom is Your Biggest Gift.",RVM,"inspiration, motivation"
"Make sure you spend time learning how to think and learning how to learn. It’s okay to have fun, but try to cultivate interests that might actually be useful. And whatever you do, if you are going to spend time on it, do it well.",Rohvannyn Shaw,"motivation, quality"
"We don't know Where God is, Who God is or What God is… BUT GOD IS!",RVM,"inspiration, motivation"
A life of service is a life well and greatly lived.,Omoakhuana Anthonia,"happy, happy-life-secrets, happy-quotes, happy-soul, inspirational, inspirational-living, inspirational-quotes, life-well-lived, motivation, motivational-quotes, service"
"Everybody has to die. Why cry, when you have wings to fly!",RVM,"inspiration, motivation"
"Look around! People have faces with no smiles, as if they are carrying heavy baggage. Stop them! Give them a SMILE and see them Light up.",RVM,"inspiration, motivation"
"Learn to work harder on yourself than you do on your job. If you work hard on your job you can make a living, but if you work hard on yourself you'll make a fortune.",Jim Rohn,"motivation, wealth, work"
"She generally gave herself very good advice (though she very seldom followed it), and sometimes she scolded herself so severely as to bring tears into her eyes;","Lewis Carroll, Alice in Wonderland","advice, motivation, relatable"
"If something happens that causes you Pain, remind yourself that you can’t get the Rainbow without a little Rain.",RVM,"inspiration, motivation"
things keep falling in and out of place. this is the universe's way of taking care of me.,"Ava, You Are Safe Here.","love, love-quotes, motivation, self-love"
"Be yourself no matter what. People don't have to like you, and you don't have to care.","Eyden I., Kiss Friendzone Goodbye","be-yourself-quote, inspirational, motivation"
Sometimes all the players get a bad hand. You just have to be determined enough to see the game through.,"Dean F. Wilson, Skyshaker","attitude, determination, inspiration, inspirational, motivation, perseverance"
"Life has taught me that money is important, but it's not everything. For, if I have all the money in the world, but no time to enjoy, of what use is it?",RVM,"inspiration, motivation"
Dance before the music is over. Live before your Life is over.,RVM,"inspiration, motivation"
"Life is like a river—it keeps flowing, flowing, and flowing till it merges into the sea. Nothing can stop the flow of Life, but you can enjoy the Journey.",RVM,"inspirational, motivation"
"Indifference destroys vocation unlike any other intangible force, for the reason that it shakes the very core of our motivation for doing what we do.",Joyce Rachelle,"drive, indifference, motivation, vocation"
"Like a feather in the air, like a leaf in the sea, I surrender to Thee, I surrender to Thee.",RVM,"inspiration, motivation"
"Despair and disappointment are the parent of countless inspired, inspiring, triumphant creations",Rasheed Ogunlaru,"artists, artists-life, creative-process, creatives, creativity-and-attitude, creativity-quotes, disappointment, disappointment-quotes, dispair, inspiration, inspirational-quotes, motivation, motivational-quotes, overcoming-challenges-quotes, overcoming-obstacles, rasheed-ogunlaru, rasheed-ogunlaru-quotes, triumphant, triumphs"
"Consistency in your interest is the actual reason behind every success, and inconsistency is the major cause of failure",Syed Shan Asif,"humor, inspirational-quotes, motivation"
"Habits are infinitely more beneficial to the aspiring student than motivation. Motivation may get you started, but habits keep you going.","Chris Matakas, The Tao of Jiu Jitsu","habits, motivation"
"Just know that the achievement of anything grand takes consistent effort year after year. Motivation can uphold you intermittently, but it has too few calories to sustain a life.","Chris Matakas, The Tao of Jiu Jitsu","habits, motivation, success"
Systems and processes will always surpass motivation.,"Chris Matakas, The Tao of Jiu Jitsu","habits, motivation, systems"
"Did you know you could destroy dragons? Dragons are not actually real, they just roar to scare you away from your goals. In fact they are afraid of determined heroes, they take flight at their approach","Bangambiki Habyarimana, Pearls Of Eternity","achieve, achieve-your-dreams, achievement, achievement-and-attitude, achievement-quotes, achievements, achievements-success, achiever, achievers, all-is-yours, bangambiki-habyarimana, believe-in-yourself, believe-in-yourself-quotes, create-your-future, create-your-life, create-your-reality, create-your-world, dragon, dragon-slayers, dragons, focus, focus-on-success, focus-on-the-prize-ahead, focus-on-your-dreams, focus-on-your-life, focused, focusing, goal-setting, goals, goals-and-dreams, goals-and-plans, goals-in-life, goals-quotes, hero, heroes, heroines, heroism, inspirational, inspirational-attitude, inspirational-life, inspirational-living, inspirational-quote, inspirational-quotes, inspire, inspired, inspired-life, inspired-living, inspired-mind, inspired-quotes, inspired-soul, life-energy, motivate, motivate-myself, motivate-yourself, motivated, motivation, motivational, motivational-enlightenment, motivational-quote, motivational-quotes, positive, positive-attitude, positive-mindset, positive-motivation, positive-outlook, positive-quotes, positive-thinking, positive-thinking-quotes, positive-thought, positive-thoughts, succeed, succeeded, succeeding, succeeding-in-life, succeeds, success, success-quote, success-quotes, success-strategies, successful-living, successful-people, the-great-pearl-of-wisdom, win, winners, winners-and-losers, winners-mentality, winning, winning-and-losing, winning-attitude, winning-from-with-in, winning-from-within, winning-goal, winning-in-life, winning-mentality, winning-the-game, words-of-revelation, words-of-wisdom, words-of-wisdom-inspirational, words-to-inspire-you, words-to-live-by, words-to-ponder, you-are-a-god, you-are-great, you-are-powerful, you-are-the-universe, you-create-things-by-your-mouth"
"Even if everybody says it’s impossible, with determination, there is always something you can do. The last thing is to give up without trying.","Bangambiki Habyarimana, Pearls Of Eternity","all-is-yours, bangambiki-habyarimana, believe-in-yourself, believe-in-yourself-quotes, create-your-future, create-your-life, create-your-reality, create-your-world, inspirational, inspirational-attitude, inspirational-life, inspirational-living, inspirational-quote, inspirational-quotes, inspire, inspired, inspired-life, inspired-living, inspired-mind, inspired-quotes, inspired-soul, motivate, motivate-myself, motivate-yourself, motivated, motivation, motivational, motivational-enlightenment, motivational-quote, motivational-quotes, never-give-up, never-give-up-on-your-dreams, never-give-up-on-your-journey, never-give-up-on-yourself, never-give-up-quotes, positive, positive-attitude, positive-mindset, positive-motivation, positive-outlook, positive-quotes, positive-thinking, positive-thinking-quotes, positive-thought, positive-thoughts, succeed, succeeded, succeeding, succeeding-in-life, succeeds, success, success-quote, success-quotes, success-strategies, successful-living, successful-people, the-great-pearl-of-wisdom, win, winners, winners-and-losers, winners-mentality, winning, winning-and-losing, winning-attitude, winning-from-with-in, winning-from-within, winning-goal, winning-in-life, winning-mentality, winning-the-game, words-of-revelation, words-of-wisdom, words-of-wisdom-inspirational, words-to-inspire-you, words-to-live-by, words-to-ponder, you-are-a-god, you-are-great, you-are-powerful, you-are-the-universe, you-create-things-by-your-mouth"
"The way our minds work is that one positive thing and one negative thing does not equal each other.Instead, one negative thing can drastically bring down 2 or 3 positive things.","Osayi Emokpae Lasisi, Billionaire Mindset (for MoneyMaking Mommies): How to make your Billions and build your legacy","life, motivation, negative, positive, thoughts"
The only difference between a good shot and a bad shot is if it goes in or not,Charles Barkley,"basketball, humor, life, motivation, motivational, philosophy, sports"
"Success in life is not for those who run fast, but for those who keep running and always on the move.","Bangambiki Habyarimana, Pearls Of Eternity","achieve, achieve-your-dreams, achievement, achievement-and-attitude, achievement-quotes, achievements, achievements-success, achiever, achievers, all-is-yours, bangambiki-habyarimana, believe-in-yourself, believe-in-yourself-quotes, create-your-future, create-your-life, create-your-reality, create-your-world, entrepreneur, entrepreneur-quote, entrepreneurial, entrepreneurship, entrepreneurship-quotes, entrepreneurship-training, focus, focus-on-success, focus-on-the-prize-ahead, focus-on-your-dreams, focus-on-your-life, focused, focusing, goal-setting, goals, goals-and-dreams, goals-and-plans, goals-in-life, goals-quotes, inspirational, inspirational-attitude, inspirational-life, inspirational-living, inspirational-quote, inspirational-quotes, inspire, inspired, inspired-life, inspired-living, inspired-mind, inspired-quotes, inspired-soul, life-energy, motivate, motivate-myself, motivate-yourself, motivated, motivation, motivational, motivational-enlightenment, motivational-quote, motivational-quotes, positive, positive-attitude, positive-mindset, positive-motivation, positive-outlook, positive-quotes, positive-thinking, positive-thinking-quotes, positive-thought, positive-thoughts, running-quotes, succeed, succeeded, succeeding, succeeding-in-life, succeeds, success, success-quote, success-quotes, success-strategies, successful-living, successful-people, the-great-pearl-of-wisdom, win, winners, winners-and-losers, winners-mentality, winning, winning-and-losing, winning-attitude, winning-from-with-in, winning-from-within, winning-goal, winning-in-life, winning-mentality, winning-the-game, words-of-revelation, words-of-wisdom, words-of-wisdom-inspirational, words-to-inspire-you, words-to-live-by, words-to-ponder, you-are-a-god, you-are-great, you-are-powerful, you-are-the-universe, you-create-things-by-your-mouth"
Being successful is the only way to keep doubters' and haters' mouths shut.,Mohith Agadi,"life, life-quotes, motivation, motivational, motivational-quotes, quote, quote-by-mohith, quotes, quotes-by-mohith, success, success-quotes, successful"
You don't need to work hard to earn an empire, there is an army of slaves to do it for you.,"Bangambiki Habyarimana, Pearls Of Eternity"
Magic always happens when you direct your inner powers to the object you want to change.,"Bangambiki Habyarimana, Pearls Of Eternity","achieve, achieve-your-dreams, achievement, achievement-and-attitude, achievement-quotes, achievements, achievements-success, achiever, achievers, all-is-yours, bangambiki-habyarimana, believe-in-yourself, believe-in-yourself-quotes, create-your-future, create-your-life, create-your-reality, create-your-world, focus, focus-on-success, focus-on-the-prize-ahead, focus-on-your-dreams, focus-on-your-life, focused, focusing, goal-setting, goals, goals-and-dreams, goals-and-plans, goals-in-life, goals-quotes, inspirational, inspirational-attitude, inspirational-life, inspirational-living, inspirational-quote, inspirational-quotes, inspire, inspired, inspired-life, inspired-living, inspired-mind, inspired-quotes, inspired-soul, life-energy, magic, magic-quotes, magical, magical-realism, magician, motivate, motivate-myself, motivate-yourself, motivated, motivation, motivational, motivational-enlightenment, motivational-quote, motivational-quotes, positive, positive-attitude, positive-mindset, positive-motivation, positive-outlook, positive-quotes, positive-thinking, positive-thinking-quotes, positive-thought, positive-thoughts, succeed, succeeded, succeeding, succeeding-in-life, succeeds, success, success-quote, success-quotes, success-strategies, successful-living, successful-people, the-great-pearl-of-wisdom, win, winners, winners-and-losers, winners-mentality, winning, winning-and-losing, winning-attitude, winning-from-with-in, winning-from-within, winning-goal, winning-in-life, winning-mentality, winning-the-game, words-of-revelation, words-of-wisdom, words-of-wisdom-inspirational, words-to-inspire-you, words-to-live-by, words-to-ponder, you-are-a-god, you-are-great, you-are-powerful, you-are-the-universe, you-create-things-by-your-mouth"
"Some people need a super hero to save them, but I am my own super hero. All I need is myself, my strengths and the fiery passions in my heart to overcome the obstacles in my life.",Imania Margria,"author, imania-margria, inspiration, inspirational, inspirational-life, inspirational-quote, inspirational-quotes, inspire, inspiring, inspiring-author, inspiring-authors, inspiring-quotes, inspiring-quotes-on-life, inspiring-thoughts, inspiring-words, inspiring-writer, inspiring-writers, life, life-and-living, life-lessons, life-quotes, motivate, motivation, motivational, motivational-inspirational, motivational-quote, motivational-quotes, overcoming-obstacles, passions, strength, superhero"
"Frustration is actually a self-served phenomenon, which happens due to no self-control or confidence.",Mohith Agadi,"frustration, frustration-quotes, life, life-quotes, motivation, motivational-quotes, quote, quotes, quotes-by-mohith"
"You can provide the conditions for the motivation of others and the leadership to help them find a way but they must have the intrinsic spark, the desire, to move, to overcome the inertia of the status quo and change things.",Graham Speechley,"change, famous-leadership-quotes, great-leadership-quotes, inspirational-leadership-quotes, motivation, quotes-about-leadership, quotes-on-leadership, status-quo"
Beauty is not defined by your physical features. It is defined by the heart inside your chest and the love that flows through it.,Imania Margria,"author, beauty, imania-margria, inspiration, inspirational, inspirational-quote, inspirational-quotes, inspire, inspiring, inspiring-author, inspiring-quotes, inspiring-thoughts, inspiring-words, inspiring-writer, life, life-lesson, life-lessons, life-quotes, love, love-quote, love-quotes, motivate, motivation, motivational, motivational-inspirational, motivational-quote, motivational-quotes, true-beauty, true-love, wisdom, wise-words"
Break your shackles and reach out to your freedom. Break to pieces whatever indoctrination and programming that holds you hostage. The world is yours. Get possession of it.,"Bangambiki Habyarimana, Pearls Of Eternity","all-is-yours, alter, alter-personalities, bangambiki, bangambiki-habyarimana, believe-in-yourself, believe-in-yourself-quotes, brain-programming, brain-washing, brainwashing-brainwashing-quotes, catechize, condition, conditioning, conditioning-quotes, convince, create-things-by-your-mouth, create-your-future, create-your-life, create-your-reality, create-your-world, educate, indoctrinate, indoctrinated, indoctrination, indoctrination-quotes, inspirational, inspirational-attitude, inspirational-life, inspirational-living, inspirational-quote, inspirational-quotes, inspire, inspired, inspired-life, inspired-living, inspired-mind, inspired-quotes, inspired-soul, mass-control, mass-programming, mind-control, mind-control-programming, mind-control-quotes, mind-game-quotes, mind-games, mind-programming, motivate, motivate-myself, motivate-yourself, motivated, motivation, motivational, motivational-enlightenment, motivational-quote, motivational-quotes, pearls-of-eternity, positive, positive-attitude, positive-mindset, positive-motivation, positive-outlook, positive-quotes, positive-thinking, positive-thinking-quotes, positive-thought, positive-thoughts, programming-quote, programming-quotes, programming-your-mind, propaganda, propaganda-quotes, proselytize-quotes, proselytizers, proselytizing, robot, robot-programming, robots, succeed, succeeded, succeeding, succeeding-in-life, succeeds, success, success-quote, success-quotes, success-strategies, successful-living, successful-people, the-great-pearl-of-wisdom, thought-control, thought-control-quotes, win, winners, winners-and-losers, winners-mentality, winning, winning-and-losing, winning-attitude, winning-from-with-in, winning-from-within, winning-goal, winning-in-life, winning-mentality, winning-the-game, words-of-revelation, words-of-wisdom, words-of-wisdom-inspirational, words-to-inspire-you, words-to-live-by, words-to-ponder, you-are-a-god, you-are-great, you-are-powerful, you-are-the-universe"
The Key to Happiness is to be FREE to BE what you want to BE!,RVM,"inspiration, motivation"
"Every moment of Life is a Challenge to Choose. Some Win, some Lose.",RVM,"inspiration, motivation"
"Life & Death are beyond our control. We can’t control where, how, or when we are born & we can’t control where, how, or when we may die. Then why Worry about it.",RVM,"inspiration, motivation"
Not knowing who you are is a certain kind of hell.,"Kelly Thompson, The Girl Who Would Be King","amnesia, bonnie, hell, hero, kelly-thompson, motivation, self-awareness, self-sacrifice, the-girl-who-would-be-king, understanding"
Everybody counts—the Happy ones Count their Blessings and the sad ones Count their Troubles.,RVM,"inspirational, motivation"
"If you've had the time to think about it, then you have time to pursue it.","Bianca McCormick-Johnson, ""I'm G.O.O.D."":","motivation, motivational, motivational-inspirational, motivational-quotes"
"Capture my heart and my mind. Become my ultimate challenge, greatest vexation, strongest desire, and most precious blessing.",Imania Margria,"author, author-quote, author-quotes, authors, desire, desire-quotes, desires-quotes, imania-margria, inspiration, inspirational, inspirational-quote, inspirational-quotes, inspire, inspiring, inspiring-author, inspiring-authors, inspiring-quotes, inspiring-thoughts, inspiring-words, inspiring-writer, inspiring-writers, life, life-lessons, life-quote, life-quotes, love, love-quote, love-quotes, motivate, motivation, motivational, motivational-inspirational, motivational-quote, motivational-quotes, wisdom, wisdom-quotes, wise-quotes, wise-sayings, wise-thoughts, wise-words"
"I always look towards the light of my desires, so I never forget where I'm going.",Imania Margria,"author, author-quote, author-quotes, authors, desires, desires-and-dreams, desires-quotes, dreams, imania-margria, inspiration, inspirational, inspirational-quote, inspirational-quotes, inspire, inspiring, inspiring-author, inspiring-authors, inspiring-quote, inspiring-quotes, inspiring-thoughts, inspiring-words, inspiring-writer, inspiring-writers, motivate, motivation, motivational, motivational-inspirational, motivational-quote, motivational-quotes"
"When we release all the negativity in our lives and notice the beauty all around us, we'll see what truly matters in life.",Imania Margria,"author, author-quote, author-quotes, authors, imania-margria, inspiration, inspirational, inspirational-quote, inspirational-quotes, inspire, inspiring, inspiring-author, inspiring-authors, inspiring-quote, inspiring-quotes, inspiring-thoughts, inspiring-words, inspiring-writer, inspiring-writers, life, life-lesson, life-lessons, life-quote, life-quotes, motivate, motivation, motivational, motivational-inspirational, motivational-quote, motivational-quote-of-the-day, motivational-quotes"
"Refusing to forgive never made anyone feel better about anything. All you are doing is holding on to feelings of upset, anger and jealousy and that can never be good. I once read that being angry and unforgiving towards someone else is like drinking poison and expecting the other person to die.","Nigel Cumberland, 100 Things Successful People Do: Little Exercises for Successful Living","business, motivation, self-help, self-improvement, success, successful-life, work"
"Even if I don't have wings to fly, I'll close my eyes and open my heart; then I'll make love my wings and hope the winds that give me flight.",Imania Margria,"author, author-quote, author-quotes, dreams, dreams-inspirational, dreams-quotes, hope, imania-margria, inspiration, inspirational, inspirational-quote, inspirational-quotes, inspire, inspiring, inspiring-author, inspiring-quotes, inspiring-thoughts, inspiring-words, inspiring-writer, love, love-quote, love-quotes, motivate, motivation, motivational, motivational-inspirational, motivational-quote, motivational-quotes, soul-searching, wisdom, wise-quotes, wise-sayings, wise-words"
"Live before the Journey is over, Live before it is too late. LIVE because you deserve to.",RVM,"inspiration, motivation"
"When you look down on yourself, you set an example on how others should treat you.","Bangambiki Habyarimana, Pearls Of Eternity","all-is-yours, believe-in-yourself, believe-in-yourself-quotes, confidence, confidence-and-attitude, confidence-and-trust, confidence-boost, confidence-building, confidence-quotes, create-your-future, create-your-life, create-your-reality, create-your-world, inspirational, inspirational-attitude, inspirational-life, inspirational-living, inspirational-quote, inspirational-quotes, inspire, inspired, inspired-life, inspired-living, inspired-mind, inspired-quotes, inspired-soul, look-down, motivate, motivate-myself, motivate-yourself, motivated, motivation, motivational, motivational-enlightenment, motivational-quote, motivational-quotes, positive, positive-attitude, positive-mindset, positive-motivation, positive-outlook, positive-quotes, positive-thinking, positive-thinking-quotes, positive-thought, positive-thoughts, words-of-revelation, words-of-wisdom, words-of-wisdom-inspirational, words-to-inspire-you, words-to-live-by, words-to-ponder, you-are-a-god, you-are-great, you-are-powerful, you-are-the-universe, you-create-things-by-your-mouth"
