quote,author,category
"I’m in no hurry: the sun and the moon aren’t, either.Nobody goes faster than the legs they have.If where I want to go is far away, I’m not there in an instant.","Alberto Caeiro, The Collected Poems of Alberto Caeiro","being, clarity, escape, existence, hurry, life, meaning, moon, paganism, pantheism, rush, slow, speed, sun, time, travel, truth"
For this I weep all my daysand throughout my lifetime grievethat I swam from my own landsand came from familiar lands    towards these strange doors    to these foreign gates.,"Elias Lönnrot, The Kalevala","homesickness, travel"
London was one of the worst places to have a bad day and one of the best places to have a good day,"Mhairi McFarlane, Here's Looking at You","city, home, london, travel"
"Travel is fatal to narrowmindedness, prejudice and bigotry.",Mark Twain,"culture, humanity, travel"
"Travel is rebellion in its purest form. - we follow our heart- we free ourselves of labels- we lose control willingly- we trade a role for reality- we love the unfamiliar- we trust strangers- we own only what we can carry- we search for better questions, not answers- we truly graduate- we, sometimes, choose never to come back.",Anonymous,"inspirational, life, rebel, travel"
No friend to Love like a long voyage at sea.,"Aphra Behn, The Rover","distance, love, travel, voyage"
"My meal arrived. It was a bowl of tepid, green curried water with two spinach leaves floating in it. The waiter called it 'vegetable soup'. I called it inedible slop.","Frank Kusy, Kevin and I in India","memoir, travel"
Put down that map and get wonderfully lost.,Anonymous,"inspirational, travel"
"I pity snails, and all that carry their homes on their backs.","J.R.R. Tolkien, The Fellowship of the Ring","frodo, the-fellowship-of-the-ring, travel"
"...I fear their false urgency, their call to speed, their insistence that travel is less important than arrival...","Rebecca Solnit, Wanderlust: A History of Walking","techology-driver-world, travel"
"As well as writing, 2004 saw my first attempt at wine making: the elixir of life. Unfortunately, my effort tasted more like the elixir of death.","Craig Briggs, Journey to a Dream","autobiography, memoir, spain, travel"
"If you ever find yourself on a path that just doesn't feel safe anymore, you have every right to stop the car. Get out - change your shoes and start walking.",Jennifer Elisabeth,"born-ready, identity, jennifer-elisabeth, path, road, safe, safety, travel"
"But what I do know is this: you got to find your own places. The places you get, girl, the ones that stick in your heart. And if you’re lucky, you find people to share them with.","Kirsten Hubbard, Wanderlove","love, travel"
"So we navigate mostly by dead reckoning, and deduction from what clues we find. I keep a compass in one pocket for overcast days when the sun doesn't show directions and have the map mounted in a special carrier on top of the gas tank where I can keep track of miles from the last junction and know what to look for. With those tools and a lack of pressure to 'get somewhere' it works out fine and we just about have America all to ourselves.","Robert M. Pirsig, Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values","american-dream, inspirational, travel"
"It was as if I was right there with Magellan, following every curve of his pen as he wrote down his words to his beloved ones confiding his secret. I had become the ink, and the tip was tattooing my path. I was going to follow his dream, but still, I wished I knew why” – Celma Ribeiro","Celma Ribeiro, The Thief of Secrets",travel
"If you don't know your history, you don't know what you are talking about!","Barbara Ann Mojica, Little Miss History Travel Series","children-and-adult, common-core, education, environment, historic-places, history, nonfiction, picture-books, social-studies, travel"
"I was seeing the world, and it turned out to be a lonely place.","Tyler Mcmahon, How the Mistakes Were Made","life, travel, world"
"Life is not being sure what will come next or how it will come. We guess at everything we do. We take leap after leap in the dark and that's the joy of living and the beauty of faith. When we grow tired, when we sit still, that's when we begin to die.... One does not discover new lands without consenting to lose sight of the shore for a very long time.","Angela Elwell Hunt, The Golden Cross","faith, grow, life, sail, spiritual-growth, travel"
"I'll pretty much try any cheese, but I have found that I prefer young goats and old cows. I don't like gray areas.","Nichole Robertson, The Paris Journal: Book One","europe, food, france, humor, paris, philosophy, travel"
"Separating fact and fiction in Inca history is impossible, because virtually all the sources available are Spanish accounts of stories that had already been vetted by the Inca emperors to highlight their own heroic roles. Imagine a history of modern Iraq written by Dick Cheney and based on authorized biographies of Sadam Hussein published in Arabic, and you'll get some idea of what historians face.","Mark Adams, Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time","humor, machu-picchu, peru, travel"
"The sun was beginning to set and the water was sparkling in the low light as the onshore breeze that had built up through the heat of the day rippled across the reflective surface, breaking it into a million diamonds of yellow-white light.","Emma Bamford, Casting Off: How a City Girl Found Happiness on the High Seas","malaysia, nature, peace, travel"
"Each time I say good-bye to a place I like, I feel like I am leaving a part of me behind. I guess whether we choose to travel as much as Marco Polo did or stay in the same spot from cradle to grave, life is a sequence of births and deaths. Moments are born and moments die. For new experiences to come to light, old ones need to wither away.","Elif Shafak, The Forty Rules of Love","death, leaving, life, marco-polo, moments, travel"
Reading is poor man's way of travelling not just around the world but into the minds of people.,Anonymous,"reading, reading-books, travel, travelling"
You must remember that there was virtually no air travel in the early 1930s. Africa was two weeks away from England by boat and it took you about five weeks to get to China. These were distant and magic lands and nobody went to them just for a holiday. You went there to work. Nowadays you can go anywhere in the world in a few hours and nothing is fabulous anymore.,"Roald Dahl, Boy: Tales of Childhood",travel
"You are too timid for me. You care too much about what other people think. But you know what? Because you are so desperate to win the approval of others, you'll never get rid of their criticisms, no matter how hard you try. You say you want to travel the path, but you don't want to sacrifice anything to that end. Money, fame, power, lavishness, or carnal pleasure - whatever it is that one holds most dear in life, one should dispose of that first.","Elif Shafak, The Forty Rules of Love","materialism, sacrifice, spirituality, superficiality, the-path, travel"
"If you find holes in my book that you could drive a car through, do not be too sure they were not left there for that express purpose.","Mary Austin, The Land of Journeys' Ending",travel
"No matter how deeply you come to know a place, you can keep coming back to know it more.","Rebecca Solnit, Unfathomable City: A New Orleans Atlas","nola, travel"
"Leaving home's a cinch. It's the staying, once you've found it, that takes courage.",Catherine Watson,"bravery, fear, home, roots, travel"
"Half a capital and half a country town, the whole city leads a double existence; it has long trances of the one and flashes of the other; like the king of the Black Isles, it is half alive and half a monumental marble.","Robert Louis Stevenson, Edinburgh: Picturesque Notes","edinburgh, travel"
"Why be seduced by something as small as a front door in another country? Why fall in love with a place because it has trams and its people seldom have curtains in their homes? However absurd the intense reactions provoked by such small (and mute) foreign elements may seem, the pattern is at least familiar from our personal lives. There, too, we may find ourselves anchoring emotions of love on the way a person butters his or her bread, or recoiling at his or her taste in shoes. To condemn ourselves for these minute concerns is to ignore how rich in meaning details may be.","Alain de Botton, The Art of Travel","love, travel"
"Perhaps the greatest charm of tramp-life is the absence of monotony. In Hobo Land the face of life is protean—an ever changing phantasmagoria, where the impossible happens and the unexpected jumps out of the bushes at every turn of the road. The hobo never knows what is going to happen the next moment; hence, he lives only in the present moment. He has learned the futility of telic endeavor, and knows the delight of drifting along with the whimsicalities of Chance","Jack London, The Road by Jack London, Fiction, Action & Adventure","hobo, jack-london, the-road, tramp, travel"
"After a lifetime of soft, easy living in the West, one's buttocks take an awful hammering out here. Backpacking around India is just one long round of sitting on bone-hard, chafing, bruising and generally uncomfortable seats-whether in buses our trains, or restaurants or cinemas. There is no such thing as a padded seat in the whole country.","Frank Kusy, Kevin and I in India","humour, memoir, travel"
"We might laugh at the notion of plastic tea sets in the jungle, but it is a time-honored ritual for Western travelers to collect preindustrial artifacts to use as home decorations...Possession of primitive artifacts suggests worldly knowledge, just as in the highland communities of Borneo an electronic wristwatch that plays ""Happy Birthday"" is the mark of a great traveler. Funny thing how travel can narrow the mind.","Eric Hansen, Stranger in the Forest: On Foot Across Borneo","culture, preconceptions, travel"
"In Paris, the dance was everything. The dance of romance was what a man could remember in his old age. Didn’t all young Americans come to Europe in search of that kind of romance?","Peggy Kopman-Owens, A SUMMER ABROAD Mrs Duchensey's First Real Mystery","mystery, paris, romance, suspense, travel"
Traveling is all very well if you can get home at night. I would be willing to go around the world if I could be back in time to light the candles and set the table for dinner.” ♥ Gladys Taber.,Gladys Taber,"comfort, dinnertime, home, travel"
"Yellowstone, of all the national parks, is the wildest and most universal in its appeal... Daily new, always strange, ever full of change, it is Nature's wonder park. It is the most human and the most popular of all parks. -Yellowstone Park for Your Vacation (circa 1920s)","Susan Rugh, Family Vacation","national-parks, travel, yellowstone"
"When standing in the middle of the marvelous mountains and deep forests, in the earthy smell of all beginnings and endings, I often find myself asking what I have if all my possessions were taken away. Without money, car, house; or power and fame, if there are any, who am I? In that very moment, being away from the external voices and left alone in nature, I find my answer.","Zi Nguyen, Get Lost. Be Found.","forest, get-lost-be-found, inspirational, mountains, travel"
"Well, I like to know where I'm going before I try to get there. It's a mistake to try to execute a plan before you've thought of one, in my experience.","Max Barry, Lexicon","escape, planning, plans, thinking, travel"
You might want to sit in public squares and people watch for an hour in one place and a month in another. I can tell by the way you're peeling that grapefruit. You want to get lost. Somewhere where they have ordinary life you can join in. Slip right in there and have a bowl of soup in the clothes you have on now. Go hear a concert you read about stapled to a telephone pole. There are lots of places like that in the world.,"Kathleen Winter, Annabel",travel
"Let our road be long, let it be very long, let it be very very long and in fact let our road be infinite! Travel means flow, flow means life!",Mehmet Murat ildan,travel
"Very nice,"" said Rick after a while. ""Very nice,"" he repeated, with more emphasis the second time. ""What is?"" I asked, turning to him, though I knew. ""Everything,"" he said. And it was true.","Cheryl Strayed, Wild: From Lost to Found on the Pacific Crest Trail","beautiful, earth, inspirational, life, love, nature, travel"
"I wanted to find my voice, so I sat in silence.I wanted joy, so I cried my heart open.I wanted wisdom, so I capered in bodacious foolishness.I wanted freedom, so I felt my bonds.","Catherine Scott, Divine Ordinariness","humorous, spiritual-fun, travel"
"Man, you should write a book.’‘I know. You couldn’t make this stuff up, could you?","Stephanie   Wood, Room 101","holidays, humor, travel"
To do is to be – AristotleTo be or not to be – ShakespeareTo be is to do – Jean-Paul SartreDo be do be do – Frank Sinatra,Alannah Foley,"campervan, cycling, humor, humour, short-stories, travel"
It is the right of a traveller to vent their frustration at every minor inconvenience by writing of it to their friends.,"Susanna Clarke, Jonathan Strange & Mr Norrell","humor, travel"
Life is about the adventures you take and the memories you make. So travel often and live life with open eyes and an open heart.,Katie Grissom,"adventures, life-and-living-life-and-love, life-lessons, travel, traveling, wanderlust-travel-love-journey"
"But the vagrant owns the whole vast earth that ends only at the nonexistent horizon, and his empire is an intangible one, for his domination and enjoyment of it are things of the spirit.","Isabelle Eberhardt, The Oblivion Seekers","inspirational, life, spirit, travel, vagrant"
Look for chances to take the less-traveled roads. There are no wrong turns.,"Susan Magsamen, The 10 Best of Everything Families: An Ultimate Guide for Travelers","road-less-traveled, travel, uniqueness"
"What a strange revelation of self-esteem it is when people only love those who think and feel as they do - an extension of themselves, in fact! Even Christianity does not cure us, since one cannot feel right without assuming that the rest must be wrong. Personally I would rather feel wrong with everybody else than right all by myself: I like people different, and agree with the man who said that the worst of the human race is the number of duplicates.","Freya Stark, Baghdad Sketches","acceptance, difference, duplicate, travel"
"There’s something profoundly intense and intoxicating about friendship found en route. It’s the bond that arises from being thrust into uncomfortable circumstances, and the vulnerability of trusting others to navigate those situations. It’s the exhilaration of meeting someone when we are our most alive selves, breathing new air, high on life-altering moments. It’s the discovery of the commonality of the world’s people and the attendant rejection of prejudices. It’s the humbling experience of being suspicious of a stranger who then extends a great kindness. It’s the astonishment of learning from those we set out to teach. It’s the intimacy of sharing small spaces, the recognition of a kindred spirit across the globe.It’s the travel relationship, and it can only call itself family.","Lavinia Spalding, The Best Women's Travel Writing, Volume 8: True Stories from Around the World","family, travel, traveler, traveling"
"I stood in the library admiring the huge book collection. There was something inherently calming about being surrounded by books, even their smell and texture was comforting.","Saffron Mello Castro, A Thousand Miles from Nowhere: A Hippy Trip of Discovery","memoir, travel"
"How can we ever understand what we are and where we belong in the universe if we haven't experienced anything outside of our own nation, culture, or history?","Bruce Poon Tip, Looptail: How One Company Changed the World by Reinventing Business","openness, tolerance, travel"
"These hotels are not consoling places. Far from it. Any number of people had hung up their hats on those pegs. Even the flies, if you thought of it, had settled on other people’s noses. As for the cleanliness which hit him in the face, it wasn’t cleanliness, so much as bareness, frigidity; a thing that had to be.","Virginia Woolf, Mrs. Dalloway","anonymity, hotels, travel"
"There were lots of things to stop and see - and then it was time to go, always time to go.","Kurt Vonnegut Jr., Slaughterhouse-Five","life, travel, traveling"
The best journeys are the ones that answer questions that at the outset you never even thought to ask.-Rick Ridgeway,"Susan Magsamen, The 10 Best of Everything Families: An Ultimate Guide for Travelers","awe, journeys, questions-and-answers, rick-ridgeway, travel"
What is more melancholy and more profound than to see a thousand objects for the first and the last time? To travel is to be born and to die at every instant...,"Victor Hugo, Les Misérables","birth, death, travel"
"With thousands of roads before us that lead nowhere, going in circles. There really are only two roads we will either travel, one going to heaven, or the other to hell.",Anthony Liccione,"damned, eternal, going-in-circles, heaven, hell, nowhere, roads, saved, thousands, travel, without-direction"
Preparing for your journey in the most thorough way possible will not diminish your experiences abroad. It will enhance them.,"Bailey Richert, Prepare, Travel, Return: A Beginner's Guide to Globetrotting","abroad, experience, international-travel, journey, overseas, preparation, travel, traveler, traveling"
"Maybe life is like a walking safari. If you venture out expecting lions and leopards all the time you’ll almost always never find them. Maybe the best things are the ones you never knew you wanted to see. The ones that, scary as they may seem, were just the things you needed to unleash reality. I’d selfishly written my story before even reaching Africa. I’d romanticized scenarios, fabricated settings, invented fantastical dialogue, and almost overlooked the lesson I’d been sent to learn – to live life on foot and not in my head, with fearlessness, presence, without expectation, and above all, with gratitude.","Jill Paris, Life Is Like A Walking Safari","inspirational, travel"
They are the largest collection of freshwater lakes in the world. They border eight U.S. states and the Canadian Providence of Ontario and at time have supplied water to one-third of Canadians and one-seventh of Americans. They're vaster than the entire New England region and define beachfront to many people who have never seen an ocean.,"Susan Magsamen, The 10 Best of Everything Families: An Ultimate Guide for Travelers","great-lakes, midwest, travel"
"Visiting new places andmeeting interesting people – even if ""What remained after paying the rent for the Tel Aviv flat, which I shared with a roommate, and the tuition at university was close to nothing – it was the experiences that mattered.","Daniela I. Norris, On Dragonfly Wings: A Skeptic's Journey to Mediumship","expience, growth, healing, travel"
"Visiting new places and meeting interesting people – even if ""What remained after paying the rent for the Tel Aviv flat, which I shared with a roommate, and the tuition at university was close to nothing – it was the experiences that mattered.","Daniela I. Norris, On Dragonfly Wings: A Skeptic's Journey to Mediumship","expierence, growth, healing, travel"
"The melancholy comes over me, the dismal misery of not knowing where I am, or perhaps losing any sense of who I am, as if the mist is bringing about an evaporation of identity, all the certainties of the self leaching away into the cloud.","Simon Armitage, Walking Home: A Poet's Journey","nonfiction, travel"
"Prose fills a space, like a liquid poured in from the top, but poetry occupies it, arrays itself in formation, sets up camp and refuses to budge.","Simon Armitage, Walking Home: A Poet's Journey","humour, nonfiction, travel"
"Why do we feel sorry for people who can't travel? Because, unable to expand externally, they are not able to expand internally either, they can't multiply and so they are deprived of the possibility of undertaking expansive excursions in themselves and discovering who and what else they could have become.","Pascal Mercier, Night Train to Lisbon",travel
I always wonder why birds stay in the same place when they can fly anywhere on the earth. Then I ask myself the same question.,Harun Yahya,"birds, freedom, inspirational, travel, tumblr"
"Every journey has its own traveler. Every dream has its own dreamer. We are all belonged to a specific journey and dream. Some people are currently looking for it, some people are just figuring it out, some people are still lost, and to some they have finally found it.",Diana Rose Morcilla,"better-world, dreamers, dreams, dreams-do-come-true, fate, found, happy-positivity, inspiration, inspirational, inspire, journey, keep-going, life, life-enthusiast, life-journey, life-quotes, philosophy, travel, traveler, words-to-live-by"
"Sooner or later, everybody dreams of other worlds.","J. Aleksandr Wootton, Her Unwelcome Inheritance","dreaming, escape, human-experience, otherworldly, space-exploration, travel"
"Just imagine if you took all the money you've spent on these things and traveled around the world with it, instead, or bought books and read them. Think about how much you would know about life.",Eustace Conway,"books, materialism, money, travel"
"I quickly became aware that the phrase ""it can only get better"" could very quickly turn into ""it could always be worse,"" because it was.","Savannah Grace, I Grew My Boobs in China","inspirational, memoirs, travel"
Home is where the backpack is,Savannah Grace,"inspirational, travel"
And now it was official: I loved REI more than I loved the people behind Snapple lemonade.,"Cheryl Strayed, Wild: From Lost to Found on the Pacific Crest Trail","hiking, memoir, pct, travel"
If you cannot find peace where you stand you shall not find it where you land.,"T.F. Hodge, From Within I Rise: Spiritual Triumph Over Death and Conscious Encounters with ""The Divine Presence""","confusion, courage, integrity, internal, peace, settle, travel"
The time is short and the hills is dark and I's got miles to go before I sleeps. Is is no easy road.,"Ian McDonald, Planesrunner",travel
"The road was wet with rain, black and shiny like oilskin. The reflection of the street lamps wallowed like yellow jelly-fish. A bus was approaching - a bus to Piccadilly, a bus to the never-never land - a bus to death or glory.I found neither. I found something which haunts me still.The great bus swayed as it sped. The black street gleamed. Through the window a hundred faces fluttered by as though the leaves of a dark book were being flicked over. And I sat there, with a sixpenny ticket in my hand. What was I doing! Where was I going?(""Same Time, Same Place"")","Mervyn Peake, Weird Shadows From Beyond: An Anthology Of Strange Stories","night, street, travel"
"I was 8,569 miles away, 37 butt-numbing hours of travel across seven time zones in the last two days, or was it three? Amelia Earhart, eat your heart out.","Kristine K. Stevens, If Your Dream Doesn't Scare You, It Isn't Big Enough: A Solo Journey Around the World","distance, flying, time, travel"
People dream. They talk about escaping from it all. Their friends and family diligently listen and politely ignore it when the ruminations fade into oblivion. So quite a few eyebrows went up when I made this trip a reality.,"Kristine K. Stevens, If Your Dream Doesn't Scare You, It Isn't Big Enough: A Solo Journey Around the World","inspirational, travel"
"For the rest of my life, Zanzibar will be the Swahili word for rain. The rain would drizzle, spit, mist, downpour, shower, torrent, gust, deluge and blast. At one point it hit the ground so hard it created a haze as it bounced back up two feet and fell a second time.","Kristine K. Stevens, If Your Dream Doesn't Scare You, It Isn't Big Enough: A Solo Journey Around the World","rain, swahili, tanzania, travel, zanzibar"
"Slowly, all the days became Saturdays, full of more sunlight than I could remember seeing in a long time.","Kristine K. Stevens, If Your Dream Doesn't Scare You, It Isn't Big Enough: A Solo Journey Around the World","freedom, time, travel"
"Wanderer, there is no road, the road is made by walking.","Martha Barron Barrett, Slow Travel","memoir, seniors, travel"
"Living in another culture, not just visiting it, has reshaped our view of the world.","Nancy Petralia, Not in a Tuscan Villa: During a Year in Italy, a New Jersey Couple Discovers the True Dolce Vita When They Trade Rose-colored Glasses for 3Ds","italy, travel"
"We might give her presents, tell some tales, but would she ever be able to really understand what the journey had been like for us?","Sara Sheridan, The Secret Mandarin","communication, present, report, travel"
"It seemed to me that these months of watching and listening, second-guessing words and phrases, seeking so much that was new, had somehow changed me.","Sara Sheridan, The Secret Mandarin","change, travel, unfamiliarity"
"When we saw a destitute-looking man trying to sell worn flip-flops, I vowed never to complain about a job again. When I considered the steady paycheck and quality of life it provided, my past gripes - primarily boring meetings, back-biting office politics and pantyhose - were just whining.","Kristine K. Stevens, If Your Dream Doesn't Scare You, It Isn't Big Enough: A Solo Journey Around the World","employment, gratitude, kenya, perspective, travel"
"Toilet paper was either bleached white or unbleached gray, yet there were more than a dozen kinds of ketchup and about 30 brands of cookies. I approved of their priorities.","Kristine K. Stevens, If Your Dream Doesn't Scare You, It Isn't Big Enough: A Solo Journey Around the World","priorities, shopping, tanzania, travel"
"There I was, poised on the edge of the high diving board of life, and the pool kept moving around.","Kristine K. Stevens, If Your Dream Doesn't Scare You, It Isn't Big Enough: A Solo Journey Around the World","fear, inspirational, life, travel"
"And yet on that bench at Jacobacci, I was glad I had left everyone else behind. Although this was a town with a main street and a railway station, and people with dogs and electric lights it was near enough to the end of the earth to give me the impression that I was a solitary explorer in a strange land. That illusion (which was an illusion in the South Pole and at the headwaters of the Nile) was enough of a satisfaction to me to make me want to go forward.","Paul Theroux, The Old Patagonian Express: By Train Through the Americas","railway, south-america, travel, travel-writing"
We've grown accustomed to living smaller and more simply.,"Nancy Petralia, Not in a Tuscan Villa: During a Year in Italy, a New Jersey Couple Discovers the True Dolce Vita When They Trade Rose-colored Glasses for 3Ds","italy, travel"
You must go on adventures to find out where you belong.,Sue Fitzmaurice,travel
"Once upon a time there was an empress, trapped as a ghost in the ruins of a jewelled palace, cursed to find another soul to take her place. At least, that's what the empress heard. But, as it turned out, stories can have any ending you like.","Kirsty Logan, The Rental Heart and Other Fairytales","empress, fairytale, jewels, palace, retold-fairytale, travel, travelling"
"Once I was asked be a seatmate on a trans-Pacific flight....what instruction he should give his fifteen-year-old daughters, who wanted to be a writer. [I said], ""Tell your daughter three things."" Tell her to read...Tell her to read whatever interests her, and protect her if someone declares what she's reading to be trash. No one can fathom what happens between a human being and written language. She may be paying attention to things in the words beyond anyone else's comprehension, things that feed her curiosity, her singular heart and mind. ...Second, I said, tell your daughter that she can learn a great deal about writing by reading and by studying books about grammar and the organization of ideas, but that if she wishes to write well she will have to become someone. She will have to discover her beliefs, and then speak to us from within those beliefs. If her prose doesn't come out of her belief, whatever that proves to be, she will only be passing along information, of which we are in no great need. So help her discover what she means. Finally, I said, tell your daughter to get out of town, and help her do that. I don't necessarily mean to travel to Kazakhstan, or wherever, but to learn another language, to live with people other than her own, to separate herself from the familiar. Then, when she returns, she will be better able to understand why she loves the familiar, and will give us a fresh sense of how fortunate we are to share these things. Read. Find out what you truly believe. Get away from the familiar. Every writer, I told him, will offer you thoughts about writing that are different, but these are three I trust. -- from ""A Voice","Barry López, About This Life","advice, reading, travel, writers, writers-on-writing, writing"
"It is a place that 'grows upon you' every day. There seems to be always something to find out in it. There are the most extraordinary alleys and by-ways to walk about in. You can lose your way (what a comfort that is, when you are idle!) twenty times a day, if you like; and turn up again, under the most unexpected and surprising difficulties. It abounds in the strangest contrasts; things that are picturesque, ugly, mean, magnificent, delightful, and offensive, break upon the view at every turn.","Charles Dickens, Pictures from Italy","genoa, italy, travel, travel-writing, travelling"
No day should be without romance,"Dana Bennett, The Demarcation of Jack","humor-relationships, romance-sexy, travel"
"I want my heart to be the thin place. I don't want to board a plane to feel the kiss of heaven. I want to carry it with me wherever I go. I want my fragile, hurting heart, to recognize fleeting kairos, eternal moments as they pass. I want to be my own mountain and my own retreat.","Anna White, Mended: Thoughts on Life, Love, and Leaps of Faith","divine, eternal, god, inspirational, kairos, memoir, retreat, thin-place, travel"
Explore often. Only when you will know how small you are and how big the world is.,Pradeepa Pandiyan,"big, drive, explore, highways, inspirational, know, learn, life, love, travel, world"
The romance of travel wasn't always terribly evident to those who were actually experiencing it.,"Bill Bryson, One Summer: America, 1927","discontentment, travel, wonderlust"
I tell ya! The road to success is an endless battle for you and me.,"Steven Jackson, Numbers... a Gangsta's Child: A Woman's Journey from Rags to Riches","actor-and-the-housewife, dating-soul-mate, entertainment-news, happy-endings, haters, love-story, moneymaking, reality-television, relationships-love, travel"
"I imagine the people whose lives are most intertwined with mine, and I realize life has gone on without me. The planet has not imploded because I, the girl who has always done what is expected of her, decided not to, just this once.","Rachel Friedman, The Good Girl's Guide to Getting Lost: A Memoir of Three Continents, Two Friends, and One Unexpected Adventure","adventure, getting-lost, travel"
"Often I would hear other people ask, “When will I be normal again?”What you don’t often hear is a blunt truth: things will never be normal again. Not the “old"" normal at least. You have to invent the new normal.I knew that I needed to take an honest appraisal of my life. Were my problems really bigger than me? Of course not. That’s why I remained in constant motion. Resistance to life’s changes meant death. No matter how depressing and bleak my past looked, I knew that I needed to keep moving and adapting in order to survive.",Michelle Dallocchio,"change, death, desert, homecoming, military, travel, war"
"My need to parent is so much bigger, sometimes, than my children’s need for parenting.","Margot  Page, Paradise Imperfect: An American Family Moves to the Costa Rican Mountains","costa-rica-nation, family, family-life, humor, parenting-humor, travel"
"A wise walker will set out early, keeping an open mind on how far to travel, allowing each day's adventure to evolve.","John Litwinovich, Assis Walking Adventure Guide","italy, travel"
"One of the great joys of traveling through Italy is discovering firsthand that it is, indeed, a dream destination.","Debra Levinson, Italy Luxury: Family Hotels & Resorts","italy, travel"
"Yes,it is remarkable how far a person can travel by sea.","S.L. Whyte, Stelladaur: Finding Tir Na Nog","eliam, ocean, sea, stelladaur, travel"
"Colombians might live in one of best places in the world to grow coffee beans, yet their cups of coffee come from dehydrated granules in tiny plastic packages. This is the definition of tragedy.","Bryanna Plog, Misspelled Paradise: A Year in a Reinvented Colombia","coffee, colombia, travel"
"As to rocket ships flying between America and Europe, I believe it is worth seriously trying for. Thirty years ago persons who were developing flying were laughed at as mad, and that scorn hindered aviation. Now we heap similar ridicule upon stratoplane or rocket ships for trans-Atlantic flights. (1933)[Predicting high-altitude jet aircraft for routine long-distance travel.]",Auguste Piccard,"atmosphere, aviation, flight, piccard, rockets, science, transportation, travel"
"Mexico, as it was in the 1970s—and isn’t now—was my Paris. With Mexicans, Europeans, and Americans I celebrated life and the journey, which took on qualities of a pilgrimage in which every moment was a movable feast and every place was a shrine. Among the intricately carved ruins in the jungle at Palenque, I partook of the Mayan sacrament, the sacred psilocybin mushroom, and there I learned to see.","Mason West, Counting Stars at Forty Below","gringo-trail, mayan-ruins, mexico, pilgrimage, psilocybin, travel"
"These Aussie girls are free to set their own courses in the world, to meander and experiment. Their travels are not bumps along the road - they are life itself. See the world and then come home and decide who you want to be in it, not the other way around, as seems the general trajectory in the U.S.","Rachel Friedman, The Good Girl's Guide to Getting Lost: A Memoir of Three Continents, Two Friends, and One Unexpected Adventure","adventure, coming-of-age, travel"
"No, there's going to be no even tenor with me. The more uneven it is the happier I shall be. And when my time comes to die, I'll be able to die happy, for I will have done and seen and heard and experienced all the joy, pain, thrills — every emotion that any human ever had — and I'll be especially happy if I am spared a stupid, common death in bed.” ― Richard Halliburton","Richard Halliburton, Richard Halliburton: His Story of His Life's Adventure","adventure, intellect, travel"
"For me, writing stories set, well, wherever they're best set, is a form of cultural curiosity that is uniquely Scottish - we're famous for travelling in search of adventure.",Sara Sheridan,"adventure, culture, curiosity, scotland, scottish, searching, setting, stories, travel, writing"
"We have trains to hop, voyages to embark on, and rides to hitch. And then there’s the great American wild—vanishing but still there—ready to impart its wisdom from an Alaskan peak or a patch of grass growing in a crack of a city sidewalk. And no matter how much sprawl and civilization overtake our wilds, we’ll always have the boundless wildlands in ourselves to explore.",Ken Ilgunas,"adventure, inspirational, travel"
I don't know what I shall do. I just want to go away and look at people and think.,"Sherwood Anderson, Winesburg, Ohio","life, travel"
"When you're (traveling) with someone else, you share each discovery, but when you are alone, you have to carry each experience with you like a secret, something you have to write on your heart, because there's no other way to preserve it.","Shauna Niequist, Cold Tangerines: Celebrating the Extraordinary Nature of Everyday Life","solo-travel, travel"
We can change in one day. We can fall in love in one day. Anything can happen in one day.,"Gayle Forman, Just One Day","change, coming-of-age, life, love, one-day, romance, thoughts, travel"
The man who seeks to educate himself must first read and then travel in order to correct what he has learned.,Giacomo Casanova,"books, education, travel"
"The ordinary traveler, who never goes off the beaten route and who on this beaten route is carried by others, without himself doing anything or risking anything, does not need to show much more initiative and intelligence than an express package,"" Roosevelt sneered.","Candice Millard, The River of Doubt: Theodore Roosevelt's Darkest Journey",travel
"Some cities, like wrapped boxes under Christmas trees, conceal unexpected gifts, secret delights. Some cities will always remain wrapped boxes, containers of riddles never to be solved, nor even to be seen by vacationing visitors, or, for that matter, the most inquisitive, persistent travelers.","Truman Capote, Music for Chameleons","city, mystery, travel"
"We all travelled light, taking with us only what we considered to be the bare essentials of life. When we opened our luggage for Customs inspection, the contents of our bags were a fair indication of character and interests. Thus Margo’s luggage contained a multitude of diaphanous garments, three books on slimming, and a regiment of small bottles each containing some elixir guaranteed to cure acne. Leslie’s case held a couple of roll-top pullovers and a pair of trousers which were wrapped round two revolvers, an air-pistol, a book called Be Your Own Gunsmith, and a large bottle of oil that leaked. Larry was accompanied by two trunks of books and a brief-case containing his clothes. Mother’s luggage was sensibly divided between clothes and various volumes on cooking and gardening. I travelled with only those items that I thought necessary to relieve the tedium of a long journey: four books on natural history, a butterfly net, a dog, and a jam-jar full of caterpillars all in imminent danger of turning into chrysalids. Thus, by our standards fully equipped, we left the clammy shores of England.",Gerald Durrell,"personality, travel"
"You can go everywhere, but in the end you run back into yourself.",Constance A. Dunn,"apartfrom, consciousness, constanceadunn, life, reflection, travel"
"The boy could see in his father's gaze a desire to be able, himself, to travel the world—a desire that was still alive, despite his father's having had to bury it, over dozens of years, under the burden of struggling for water to drink, food to eat, and the same place to sleep every night of his life.","Paulo Coelho, The Alchemist","father, travel"
