quote,author,category
"Tyson put his hand on Grover´s shoulder ""I -I will go with him.""I couldn´t believe I was hearing this. ""Tyson are you sure?""The big guy nodded. ""Goat boy needs help. We will find the god person. I am not like Hephaestus. I trust friends.","Rick Riordan, The Battle of the Labyrinth","annabeth, grover, percy-jackson, rick-riordan, the-battle-of-the-labyrinth, tyson"
"They want to cook you and eat you,"" she said distatefully, ""which is ridiculous. You'd taste terrible.""""Thank you, grandmother.","Rick Riordan, The Son of Neptune","frank-zhang, giants, percy-jackson"
"Exquisitely painful, isn't it? Not being sure who you love and who loves you.","Rick Riordan, The Titan's Curse","aphrodite, percy-jackson"
We're fresh out of flying boys.,"Rick Riordan, The Hidden Oracle",percy-jackson
Percy!’ Annabeth scolded. ‘You just opened another Monster Doughnut shop somewhere!,"Rick Riordan, The Sea of Monsters","doughnuts, funny, humor, percy-jackson"
The others were a little surprised when Piper came back on a pegasus with two unconscious demigods.,"Rick Riordan, The Mark of Athena","blackjack, jason-grace, percy-jackson, piper-mclean"
"Usually I give demigods something simple like a shopping trip, singing a funny song, that sort of thing. After all those labors I had to complete for my evil cousin Eurystheus, well...I don't want to be that guy, you know?","Rick Riordan, The Mark of Athena","greek-mythology, heracles, hercules, jason-grace, percy-jackson, piper-mclean, zeus"
"Don't destroy Half-Blood while we're gone,"" was Chiron's parting instruction. Argus pointed two fingers at his eyes and then at us. This took a few minutes since he has one hundred eyes, but we got the message - be good, or else.","Rick Riordan, Camp Half-Blood Confidential","humor, percy-jackson"
"We went about our usual routines - combat practice, volleyball practice, archery practice, strawberry-picking practice (don't ask), lava-wall-climbing practice ... You'll find we practice a lot here.","Rick Riordan, Camp Half-Blood Confidential","humor, percy-jackson"
"First thing I'd do is make sure the poor newbie demigods don't have to suffer through the orientation film.""All conversation stopped. ""What orientation film?"" Will Solace asked.Nico looked puzzled. ""You know ..."" He glanced side to side, clearly uncomfortable with everybody watching him. Finally he cleared his throat and sang in a warbly voice to the tune of ""The Hokey Cokey"": ""It lets the demigods in! It shuts the monsters out! It keeps the half-bloods safe, but turns mortals all about! It's Misty, and it's magic, and it makes me want to shout: the border is all about!"" He punctuated the last line of the song with some half-hearted claps.We stared at him in stunned silence.""Nico."" Will patted his boyfriend's arm. ""You're scaring the other campers.""""More than usual,"" Julia Feingold muttered under her b","Rick Riordan, Camp Half-Blood Confidential","humor, percy-jackson"
"He turned to Harley, the oddly muscular eight-year-old son of Hephaestus. ""Want to come with? I might need help with the projector.""""A projectile! Yes!"" Harley pumped his","Rick Riordan, Camp Half-Blood Confidential","humor, percy-jackson"
"Uh-oh,"" Will muttered. ""This is going to be ... interes","Rick Riordan, Camp Half-Blood Confidential","humor, percy-jackson"
"Nosoi?” Percy planted his feet in a fighting stance. “You know, I keep thinking, I have now killed every single thing in Greek mythology. But the list never seems to end.”“You haven’t killed me yet,” I noted.“Don’t tempt me.","Rick Riordan, The Hidden Oracle","apollo, fighting, greek-mythology, humor, percy-jackson"
"You’re gonna be like Aquaman?” she asked. “Get the fish to fight for you?”“Thanks,” Percy said. “I haven’t heard enough Aquaman jokes for one lifetime.","Rick Riordan, The Hidden Oracle","aquaman, humor, meg-mccaffrey, percy-jackson"
"Meg turned and gazed out the rear windshield, probably checking for any shiny blobs pursuing us. “At least we’re not being—”“Don’t say it,” Percy warned.Meg huffed. “You don’t know what I was going to—”“You were going to say, ‘At least we’re not being followed,’” Percy said. “That’ll jinx us. Immediately we’ll notice that we are being followed. Then we’ll end up in a big battle that totals my family car and probably destroys the whole freeway. Then we’ll have to run all the way to camp.”Meg’s eyes widened. “You can tell the future?”""Don’t need to.” Percy changed lanes to one that was crawling slightly less slowly. “I’ve just done this a lot.","Rick Riordan, The Hidden Oracle","apollo, jinx, meg-mccaffrey, percy-jackson"
"Oh, why does college have to happen to perfectly good people?","Rick Riordan, The Hidden Oracle","apollo, college, percy-jackson, perfectly-good-people, rick-riordan, trials-of-apollo"
"I’ll be back with the sandwiches,” she said. “But I had some leftover seven-layer dip.”“Yum.” Percy dug in with a tortilla chip. “She’s kinda famous for this, guys.”Sally ruffled his hair. “There’s guacamole, sour cream, refried beans, salsa—”“Seven layers?” I looked up in wonder. “You knew seven is my sacred number? You invented this for me?”Sally wiped her hands on her apron. “Well, actually, I can’t take credit—”“You are too modest!” I tried some of the dip. It tasted almost as good as ambrosia nachos. “You will have immortal fame for this, Sally Jackson!","Rick Riordan, The Hidden Oracle","apollo, percy-jackson, sally-jackson"
"But Percy Jackson has always been reliable. You have nothing to fear. Besides, he likes me. I taught him everything he knows.”She frowned. “You did?”I found her innocence somewhat charming. So many obvious things she did not know. “Of course. Now let’s go up.","Rick Riordan, The Hidden Oracle","apollo, innocence, meg-mccaffrey, percy-jackson"
"This brings to mind an expression I coined ages ago: A peach a day keeps the plague spirits away!'Percy sneezed. 'I though it was apples and doctors.'The karpos hissed.'Or peaches,' Percy said. 'Peaches work too.''Peaches,' agrees the karpos.Percy wiped his nose. 'Not criticizing, but why is her grooting?","Rick Riordan, The Hidden Oracle","apollo, apples, doctors, karpos, peaches, percy-jackson, plague-spirits, trials-of-apollo"
"You do understand that I must find a way to return to Olympus,” I said. “This will probably involve many harrowing trials with a high chance of death. Can you turn down such glory?”“Yeah, I’m pretty sure I can. Sorry.”I pursed my lips. It always disappointed me when mortals put themselves first and failed to see the big picture—the importance of putting me first—but I had to remind myself that this young man had helped me out on many previous occasions","Rick Riordan, The Hidden Oracle","apollo, favors, humor, importance, percy-jackson"
I hate Hera.,"Rick Riordan, Percy Jackson's Greek Heroes","hera, percy-jackson, relatable"
"Doors vurst open all along the walls, and skeletal warriors marched in, hundreds of them, from every time period and nation in Western civilization. They lined the perimeter of the room, blocking the exits.Hades bellowed, ""Do you think I want war godling?""I wanted to say, 'Well, these guys don't look like peace activists'. But I thought that might be a dangerous answer.","Rick Riordan, The Lightning Thief","hades, percy-jackson, underworld"
"I am happy to crush my enemies underfoot, but I don't fight without reason. I don't want war without end.","Rick Riordan, The Son of Neptune","ares, percy-jackson"
A good artist must be good at many things.,"Rick Riordan, The Battle of the Labyrinth","percy-jackson, quintus"
Jason rose from his deathbed so he could drown with the rest of the crew.,"Rick Riordan, The Blood of Olympus","argo-two, jason-grace, percy-jackson"
"Michael Varus drew his sword. ''My father is Janus, the god of two faces. I am used to seeing through masks and deceptions.","Rick Riordan, The Blood of Olympus","janus, jason-grace, masks, michael-varus, percy-jackson"
"Young Cyclopes grow up alone on the streets, learn to make things out of scraps. Learn to survive...makes us appreciate blessings, not be greedy and mean and fat...","Rick Riordan, The Sea of Monsters","percy-jackson, tyson"
"A faint smile played on his lips. ""Obedience does not come naturally to you, does it?""""No...sir""""I must take some blame for that, I suppose. The sea does not like to be restrained.","Rick Riordan, The Lightning Thief","inspirational, percy-jackson"
you hit the lord of the titans in the eye with a blue plastic hairbrush?,Rick Riordan,percy-jackson
"Tell me again, exactly what Dr. Thorn said.""""Um, I hate middle school dances.""""No,no. After that.","Rick Riordan, The Titan's Curse","artemis, percy-jackson"
"Ah, Senor Zhang,"" Leo said, ""you know how you're always saying, 'Leo, you are the only true genius among demigods'?""""I'm pretty sure I never said that.","Rick Riordan, The Blood of Olympus","frank-zhang, leo-valdez, percy-jackson"
"The whole crew sat on the deck, without a storm or a monster attack to worry about for the first time in days, and ate ice cream. Well, except for Frank, who was lactose intolerant. He got an apple.","Rick Riordan, The Blood of Olympus","frank-zhang, lactose-intolerant, percy-jackson"
"I still don't get it"" Coach Hedge muttered as they roamed the centre aisle. ""They named a whole town after Leo's table?""""I think the town was here first, Coach"" Nico said.","Rick Riordan, The Blood of Olympus","coach-hedge, nico-di-angelo, percy-jackson, the-blood-of-olympus"
"Like your zodiac sign? Percy asked. 'I'm a Leo.'No, stupid,' Leo said. I'm a Leo. You're a Percy.","Rick Riordan, The Blood of Olympus","funny, heroes-of-olympus, leo-valdez, percy-jackson, rick-riordan, the-blood-of-olympus"
"It’s more than that.’ Reyna rested her hand on Nico’s. ‘While you were asleep, I did a lot ofthinking. What I told you about my father … I’d never shared that with anyone. I guess I knew youwere the right person to confide in. You lifted some of my burden. I trust you, Nico.",Rick Riordan,"nico-di-angelo, percy-jackson, reyna-ramirez-arellano"
You want us to fly off to save the world on Happy The Dragon?,"Rick Riordan, The Lost Hero","annabeth-chase, jason-grace, leo-valdez, percy-jackson, piper-mclean"
"You guys are so... dark. Even if I used flash, I'm not sure it would come out.""""Y-yeah,"" Percy managed. ""You guys aren't photogenic.","Rick Riordan, The House of Hades","annabeth-chase, house-of-hades, nyx, percy-jackson, tartarus"
"The plan had three phases: dangerous, really dangerous and insanely dangerous.",Rick Riordan,"frank-zang, heroes-of-olympus, percy-jackson, the-house-of-hades"
"Okay, do not call me Aquaman. That's even worse than waterboy.","Rick Riordan, The Blood of Olympus","leo-valdez, percy-jackson, the-blood-of-olympus"
"Anyway, I'm glad you found her. (Calypso) You promised to find a way back to her, and I just wanted to say that if we do survive all this, I'll do anything to help you. Thats a promise I will keep.","Rick Riordan, The Blood of Olympus","calypso, leo-valdez, percy-jackson, the-blood-of-olympus"
"You're cute when you're worried,"" she muttered. ""Your eyebrows get all scrunched together."" ""You are not going to die while I owe you a favor,"" I said. ""Why did you take that knife?""""You would've done the same for me.""It was true. I guess we both knew it. Still, I felt like somebody was poking my heart with a cold metal rod.""How did you know?"" ""Know what?"" I looked around to make sure we were alone. Then I leaned in close and whispered: ""My Achilles spot. If you hadn't taken that knife, I would've died.""She got a faraway look in her eyes. Her breath smelled like grapes, maybe from the nectar. ""I don't know, Percy. I just had this feeling you were in danger. Where... where is the spot?""I wasn't supposed to tell anyone. But this was Annabeth. If I couldn't trust her, I couldn't trust anyone. ""The small of my back.""She lifted her hand. ""Where? Here?""She put her hand on my spine, and my skin tingled. I moved her fingers to the one spot that grounded me to my mortal life. A thousand volts of electricity seemed to arc through my body. ""You saved me."" I said. ""Thanks."" She removed her hand, but I kept holding it. ""So you owe me,"" she said weakly. ""What else is new?","Rick Riordan, The Last Olympian","annabeth-chase, percy-jackson, percy-jackson-and-the-olympians, rick-riordan, the-last-olympian"
"Like your zodiac sign?' Percy asked. 'I'm a Leo.''No, stupid,' Leo said. 'I'm a Leo. You're a Percy.","Rick Riordan, The Blood of Olympus","funny, heroes-of-olympus, leo-valdez, percy-jackson, the-blood-of-olympus"
"Percy stared at his jelly donut. He had a rocky history with Nico di Angelo. The guy had once tricked him into visiting Hades's palace, and Percy had ended up in a cell. But most of the time, Nico sided with the good guys. He certainly didn't deserve slow suffocation in a bronze jar, and Percy couldn't stand seeing Hazel in pain.""We'll rescue him,"" he promised her. ""We have to. The prophecy says he holds the key to endless death.","Rick Riordan, The Mark of Athena","nico-di-angelo, percy-jackson"
"I'm Crusty,"" he said, with a tartar-yellow smile.I resisted the urge to say, Yes, you are.","Rick Riordan, The Lightning Thief","crusty, humor, percy-jackson"
"Headache!"" Zeus bellowed. ""Bad. bad headache!""As if to prove his point, the lord of the universe slammed his face into his pancakes, which demolished the pancakes and the plate and put a crack in the table, but did nothing for his headache.""Aspirin?"" Apollo suggested. (he was the god of healing)""Nice cup og tea?"" Hestia suggested""I could split your skull open,"" offered Hephaestus, the blacksmith god""Hephaestus!"" Hera cried. ""Don't talk to your father that way!""""What?"" Hephaestus demanded ""Clearly he's got a problem in there. I could open up the hood and take a look. Might relieve the pressure. Besides, he's immortal. It won't kill him","Rick Riordan, Percy Jackson's Greek Gods","apollo, athena, hephaestus, hera, hestia, humor, percy-jackson, zeus"
I try to avoid teaming up with goddesses who eat roadkill. It's one of my personal boundaries.,"Rick Riordan, The Crown of Ptolemy",percy-jackson
Nothing is unfixable,Rick Riordan,"leo, percy-jackson, valdez"
"I was pretty sure if I tried to sing, all I would cause was an avalanche.","Rick Riordan, The Last Olympian","percy-jackson, relatable"
You're cute when you're worried. Your eyebrows get all scrunched together.,Rick Riordan,percy-jackson
A half-blood of the eldest dogs...,"Rick Riordan, The Last Olympian","humour, percy-jackson"
"Like the zodiac sign?' Percy asked. 'I'm a Leo.''No, stupid,' Leo said, 'I'm a Leo. You're a Percy.","Rick Riordan, The Blood of Olympus","hoo, leo-valdez, percy-jackson, zodiac-sign"
"Dude."" Jason gave Percy a bear hug.""Back from Tartarus!"" Leo whooped. ""That's my peeps!","Rick Riordan, The House of Hades","heroes-of-olympus, jason-grace, leo-valdez, percy-jackson, rick-riordan, the-house-of-hades"
"Percy pulled Annabeth close and kissed her... long enough for it to get really awkward for Piper, though she said nothing. She thought about the old rule of Aphrodite's cabin: that to be recognized as a daughter of the love goddess, you had to break someone's heart. Piper had long ago decided to change that rule. Percy and Annabeth were a perfect example of why. You should have to make someone's heart whole. That was a much better test.When Percy pulled away, Annabeth looked like a fish gasping for air.'The Rivalry end here,' Percy said. 'I love you, Wise Girl.","Rick Riordan, The Blood of Olympus","annabeth-chase, love, percy-jackson, piper-mclean"
All aboard for one last trip.,"Rick Riordan, The Blood of Olympus","annabeth-chase, frank-zhang, hazel-levesque, heroes-of-olympus, jason-grace, last-book, leo-valdez, percy-jackson, piper-mclean"
"Nico di Angelo ran up to me with a big grin on his face.""Percy, this is awesome!"" His blue-feathered bronze helmet was falling in his eyes, and his breastplate was about six sizes too big. I wondered if there was any way I'd looked that ridiculous when I'd first arrived.","Rick Riordan, The Titan's Curse","nico-di-angelo, nico-diangelo, percy-jackson"
"This was a few weeks ago,"" Annabeth said. ""Percy told me a crazy story about meeting a boy our near Moriches Bay. Apparently this kid used hieroglyphs to cast spells. He helped Percy battle a crocodile mons","Rick Riordan, The Staff of Serapis","annabeth-chase, carter-kane, heroes-of-olympus, humor, percy-jackson, sadie-kane, the-kane-chronicles, the-son-of-sobek, the-staff-of-serapis"
"Whenever he felt like giving up, plopping himself down, and dying (which was, like, every ten minutes), he reached over and took her hand, just to remember there was warmth in the world.","Rick Riordan, The House of Hades","annabeth-chase, house-of-hades, percy-jackson, romance"
"Don't talk to my sister that way."" Nico said. His voice quivered, but I was impressed that he had the guts to say anything at all. — Percy","Rick Riordan, The Titan's Curse","nico-di-angelo, nico-diangelo, percy-jackson"
"Yeah, you bet Romani.' Percy bared his forearm and showed them the brand he'd got at Camp Jupiter- the SPQR mark, with the trident of Neptune. 'You mix Greek and Roman, and you know what you get? You get BAM!' He stomped his foot, and the empousai scrambled back. One fell off the boulder where she'd been perched.","Rick Riordan, The House of Hades","funny, percy-jackson, tartarus"
"I (Percy) set Nico on guard duty with Beckendorf and the Stoll brothers, figuring he'd be safely out of the way....""What's happening?"" Nico demanded, trying to climb up next to me.","Rick Riordan, The Titan's Curse","beckendorf, connor-stoll, nico-di-angelo, nico-diangelo, percy-jackson"
"So, you invite a wild rabbit living in Italy to a party on the island of Crete. What’s it supposed to do, swim there? Its little tux would get wet.","Rick Riordan, Percy Jackson's Greek Gods","funny, percy-jackson"
Percy's thoughts: I don't recommend shadow travel if your scared of:A) The darkB) Cold shivers up your spineC) Strange noisesD) Going so fast you feel like your is peeling offIn other words I thought it was awesome,"Rick Riordan, The Titan's Curse","humor, percy-jackson"
"What if we promoted, like, Adidas shoes?’ Percy wondered. ‘Would that make Nike mad enough to show up?'Leo smiled nervously. Maybe he and Percy did share something else – a stupid sense of humour.‘Yeah, I bet that would totally be against her sponsorship deal. THOSE ARE NOT THE OFFICIAL SHOES OF THE OLYMPICS! YOU WILL DIE NOW!",Rick Riordan,"blood-of-olympus, leo-valdez, percy-jackson"
"Their dad was the god of thieves, but they were about a stealthy as water buffalos.","Rick Riordan, The Battle of the Labyrinth","conner-stoll, percy-jackson, travis-stoll"
"Nico: With great power, comes the great need to take a nap.","Rick Riordan, The Titan's Curse","humor, percy-jackson"
Percy: You just hit the lord of the titans with a blue plastic hairbrush.,"Rick Riordan, The Last Olympian","humor, percy-jackson"
And for once i didn't look back.,"Rick Riordan, The Last Olympian","annabeth-chase, lol, percy-jackson"
"I had a fair idea how it felt to get spanked with a large flat surface, and my rump clenched in sympathy.","Rick Riordan, The Demigod Diaries","annabeth-chase, hilarious, percy-jackson, rick-riordan"
The god's chosen beverage. Tremble before the horror of Diet Coke!,"Rick Riordan, The Mark of Athena",percy-jackson
"Annabeth didn’t want to sleep, but her body betrayed her. Her eyelids turned to lead. “Percy, wake me for second watch. Don’t be a hero.”He gave her that smirk she’d come to love. “Who, me?”He kissed her, his lips parched and feverishly warm. “Sleep.","Rick Riordan, The House of Hades","annabeth-chase, percy-jackson"
"So . . . what is this fire river called?”“The Phlegethon,” [Annabeth] said. “You should concentrate on going do","Rick Riordan, The House of Hades","annabeth-chase, percy-jackson"
"Nyx’s quasar eyes burned. “Of course not. I would not let my horses eat you, any more than I would let Akhlys kill you. Such fine prizes, I will kill myself!”Annabeth didn’t feel particularly witty or courageous, but her instincts told her to take the initiative, or this would be a very short convers","Rick Riordan, The House of Hades","annabeth-chase, nyx, percy-jackson"
"Doubtful, but it did work...""Annabeth?"" Percy said again. ""You're planning something. You've got that I'm-planning-something look.""""I don't have an I'm-planning-something look.""""Yeah, you totally do. Your eyebrows knit and your lips press together and ---""""Do you have a pen?"" she asked him.""You're kidding, right?"" He brought out Riptide.""Yes, but can you actually write with it?""""I--I don't know,"" he admitted. ""Never tried.","Rick Riordan, The House of Hades","annabeth-chase, humor, percy-jackson"
"Nico drew his sword. His smile was even more unsettling than his scowl.""Underground,"" he said. ""My favorite p","Rick Riordan, The House of Hades","heroes-of-olympus, house-of-hades, jason-grace, nico-di-angelo, percy-jackson, rick-riordan"
"Think long and hard about how you proceed, Nico di Angelo. You cannot lie to Cupid. If you let your anger rule you... well, your fate will be even sadder then mine.","Rick Riordan, The House of Hades","cupid, favonius, heroes-of-olympus, house-of-hades, nico-di-angelo, percy-jackson"
"[Percy] kept hoping things would get better for Annabeth and him, but their lives just got more dangerous, as if the Three Fates were up there spinning their futures with barbed wire instead of thread just to see how much two demigods could tolerate.","Rick Riordan, The House of Hades","annabeth-chase, demigods, percy-jackson, three-fates"
"Nico's voice was like broken glass. ""I- I wasn't in love with Annabeth.""""You were jealous of her,"" Jason said. ""That's why you didn't want to be around her. Especially why you don't want to be around... him. It makes total sense.","Rick Riordan, The House of Hades","cupid, eros, heroes-of-olympus, house-of-hades, jason-grace, love, nico-di-angelo, percy-jackson, revelation, rick-riordan"
"About five meters ahead, Nico was swinging his black sword with one hand, holding the scepter of Diocletian aloft with the other. He kept shouting orders at the legionnaires, but they paid him no atte","Rick Riordan, The House of Hades","diocletian, frank-zhang, greek, heroes-of-olympus, house-of-hades, jason-grace, legion, legionnaires, nico-di-angelo, percy-jackson, rick-riordan, roman"
"Nothing?"" Favonius cried. ""The one you care for most... plunged into Tartarus, and you still will not allow the truth?""Suddenly Jason felt like he was eavedrop","Rick Riordan, The House of Hades","cupid, eros, favonius, heroes-of-olympus, house-of-hades, jason-grace, love, nico-di-angelo, percy-jackson, rick-riordan"
"The story of Psyche finally made sense to him- why a mortal girl would be so afraid. Why would she risk breaking the rules to look the god of love in the face, because she feared he might be a mo","Rick Riordan, The House of Hades","cupid, eros, heroes-of-olympus, house-of-hades, jason-grace, love, percy-jackson, psyche, rick-riordan"
"Jason always tried to build a good relationship with his team. He'd learned the hard way that if somebody was going to have your back in a fight, it was better if you found some common ground and trusted each other. But Nico wasn't easy to figure out.","Rick Riordan, The House of Hades","heroes-of-olympus, house-of-hades, jason-grace, nico-di-angelo, percy-jackson, rick-riordan"
"Please tell me your master isn't Aeolus.""""That airhead?"" Favonius snorted. ""No, of course not.""""He means Eros."" Nico's voice turned edgy. ""Cupid, in Latin.""Favonius smiled. ""Very good, Nico di Angelo. I'm glad to see you again, by the way. It's been a long time.","Rick Riordan, The House of Hades","cupid, eros, favonius, heroes-of-olympus, house-of-hades, jason-grace, nico-di-angelo, percy-jackson, rick-riordan"
"Oh, he's not like that,"" said Favonius.Jason flinched. ""You can read my ","Rick Riordan, The House of Hades","cupid, eros, favonius, heroes-of-olympus, house-of-hades, jason-grace, nico-di-angelo, percy-jackson, rick-riordan"
"Frank, how did you do that?"" Jason yelled.Frank's head swam with pain. He forced himself not to pass out. ""I'm the ranking Roman officer,"" he said. ""They- uh, they don't recognize you. Sorry.""Jason grimaced, but he didn't look particularly surprised. ""How can we help?","Rick Riordan, The House of Hades","centurion, frank-zhang, heroes-of-olympus, house-of-hades, jason-grace, legion, legionnaires, percy-jackson, praetor, rick-riordan, roman-official"
"So now I get the scepter?"" Jason ","Rick Riordan, The House of Hades","cupid, eros, heroes-of-olympus, house-of-hades, jason-grace, percy-jackson, rick-riordan"
"If Annabeth's mother was Athena, the goddess of wisdom, then why didn't Annabeth know better than to fall off a cliff?","Rick Riordan, The Titan's Curse","annabeth-chase, athena, percy-jackson, wisdom"
"His face was gaunt, scraped and bloody, his hair dusted with cobwebs, but when he locked eyes with her, she thought he had never looked more handsome.Percy & Annabeth",Rick Riordan,"annabeth-chase, mark-of-athena, percy-jackson"
"New lesson class... most monsters will vaporize when sliced with a celestial bronze sword.this change is perfectly normal, and will happen to you RIGHT NOW if you don't BACK OFF!.... CLASS DISMISSED!","Rick Riordan, The Battle of the Labyrinth","humor, percy-jackson"
Where's the dam water fountain I'm thirsty?,"Rick Riordan, The Titan's Curse","humor, percy-jackson"
hermes has threatened me with slow mail. lousy Internet service and a horrible stock market if i publish this story. I hope he is just bluffing.,"Rick Riordan, The Demigod Diaries","hermes, heroes-of-olympus, humor, percabeth, percy-jackson, rick-riordan"
"As soon as the rocky coast line of the island came into view, I ordered one of the ropes to wrap around Annabeth's waist, tying her to the foremast. ""Don't untie me,"" she said, ""no matter what happens or how much I plead. I'll want to go straight over the edge and drown myself."" ""Are you trying to tempt me?""""Ha-ha.","Rick Riordan, The Sea of Monsters","annabeth-chase, mermaids, percabeth, percy-jackson, percy-jackson-2, percy-jackson-and-the-olympians, rick-riordan, the-sea-of-monsters"
"Piper bit her lip. The last thing she wanted to do was check Katopris for more terrifying images.'I've tried,'she said.'The dagger doesn't always show what I want to see. In fact,it hardly ever does''Please,'Percy said.'Try again.'He pleaded with those sea-green eyes, like a cute baby seal that needed help.Piper wondered how Annabeth ever won an argument with this guy.'Fine,'she sighed,and drew her dagger","Rick Riordan, The Mark of Athena","mark-of-athena, percy-jackson, piper-mclean"
"Frank couldn't breathe underwater.But where was he?Percy turned in a full circle. Nothing. Then he glanced up. Hovering above him was a giant goldfish. Frank had turned -clothes, backpack, and all- into a koi the size of a teen-aged boy.""dude."" Percy sent his thoughts through the water, the way he spoke to other sea creatures. ""A goldfish?""Frank's voice came back to him: ""I freaked. We were talking about goldfish, so it was on my mind. Sue me.",Rick Riordan,"frank-zhang, goldfish, humour, koi, percy-jackson"
"Now, leave."" All three boys slumped forward. Percy fell face-first into his pizza. ""Percy!"" Annabeth grabbed him.","Rick Riordan, The Mark of Athena","percy-jackson, pizza, rick-riordan, the-mark-of-athena"
I didn't understand how. But the toilets had responded to me. I had become one with the plumbing...,"Rick Riordan, The Lightning Thief","humor, percy-jackson, plumbing"
"What are these guys?"" He whispered""Canadians,"" Percy said. Frank leaned away from him. ""Excuse me?""""Uh, no offense,"" Percy said. ""That's what Annabeth called them when I fought them before. She said they live in the north, in Canada.""""Yeah, well,"" Frank grumbled, ""we're in Canada. I'm Canadian. But I've never seen those things before.","Rick Riordan, The Son of Neptune","canada, canadians, frank-zhang, percy-jackson"
"Artemis grit her teeth. ""I need a favor. I have some hunting to do, alone. I need you to take my companions to Camp Half-Blood."" ""Sure Sis!"" then he raised his hands in a ""stop everything"" gesture. ""I feel a haiku comIng on."" The Hunters all groaned. Apparently they'd met Apollo before. He cleared his throat and held up one hand dramatically. ""Green grass breaks through snow.Artemis pleads for my help. I am so awesome.","Rick Riordan, The Titan's Curse","apollo, artemis, funny, humor, percy-jackson"
"He's nuts"" Bianca said""We need to jump off this cliff"" i said""Oh nice idea!! Your nuts too","Rick Riordan, The Titan's Curse",percy-jackson
"Then Leo realized something was blocking the middle of his view. Something large and fuzzy, and so close, Leo had to cross his eyes to see it properly. It was a large, ugly face. ""Holy mother!"" he yelped. The face backed away and came into focus. Staring down at him was a beard man in grimy blue coveralls. His face was lumpy and covered with welts, as if he'd been stung by a million bees, or dragged across gravel. Possibly both. ""Humph."" the man said. ""Holy father, boy. I should think ou know the difference by now.",Rick Riordan,"funny, percy-jackson"
"Percy: Dad-Poseidon: Very well! It shall be as you say. But my son, pray this works.Percy: I'm praying, I'm talking to you, right?Poseidon: Oh...yes. Good point.","Rick Riordan, The Last Olympian","humor, percy-jackson, poseidon"
You'd think getting chopped into a million pieces and cast into the darkest part of the Underworld would give him a subtle clue that nobody wanted him around.,"Rick Riordan, The Sea of Monsters","humor, kronos, percy-jackson"
"Why won't you drown?"" he wailed, pummeling me with his fists.""I'm Poseidon's son,"" I said.""Curse that upstart! I was here first!","Rick Riordan, The Titan's Curse","drown, nereus, percy-jackson"
"Oh, my dear! I’m afraid you’ve mistakenme for someone else! My name is Rhea Silvia. I was the mother to Romulus and Remus, thousands of years ago. But you’re so kind to think I look as young as the 1950s.","Rick Riordan, The Mark of Athena","annabeth-chase, audrey-hepburn, funny, lol, percy-jackson, rhea-silvia"
"The driver got out smiling. He looked about seventeen or eighteen, and for a second, I had the uneasy feeling it was Luke, my old enemy. This guy had the same sandy hair and outdoorsy good looks. But it wasn't Luke. His smile was brighter and more playful. (Luke didn't do much more than scowl and sneer these days.) The Maserati driver wore jeans and loafers and a sleeveless T-shirt.""Wow"" Thalia muttered. Apollo Is hot.""""He's the sun god,"" I said.""That's not what I meant.","Rick Riordan, The Titan's Curse","apollo, funny, hot, humor, percy-jackson"
"The goddess smiled. ""You are a good hero, Percy Jackson. Not too proud. I like that. But you have much to learn. When Dionysus was made a god, I gave up my throne for him. It was the only way to avoid a civil war among the gods.""""It unbalanced the Council,"" I remembered. ""Suddenly there were seven guys and five girls.""Hestia shrugged. ""It was the best solution, not a perfect one. Now I tend the fire. I fade slowly into the background. No one will ever write epic poems about the deeds of Hestia. Most demigods don't even stop to talk to me. But that is no matter. I keep the peace. I yield when necessary. Can you do this?","Rick Riordan, The Last Olympian","balance, give-up, hestia, peace, percy-jackson, self-sacrifice, yield"
"As for me, I did the stupidest thing in my life, which is saying a lot. I attacked the Titan Lord Atlas.","Rick Riordan, The Titan's Curse","atlas, attack, percy-jackson, stupid"
"Thalia had gotten herself turned into a pine tree when she was twelve. Me ... Well, I was doingmy best not to follow her example. I had nightmares about what Poseidon might turn me intoif I were ever on the verge of death--plankton, maybe. Or a floating patch of kelp.","Rick Riordan, The Sea of Monsters","percy-jackson, thalia-grace"
"The Romans always wanted bread and circuses-food and entertainement! As we destroy their city, I will offer them both. Behold, a sample!""Someething dropped from the ceiling and landed at Percy's feet: a loaf of sandwich bread in a white plastic wrapper with red and yellow dots.Percy picked it up. ""Wonder bread?""""Magnificent, isn't it?"" Ephialtes eyes danced with crazy excitement.",Rick Riordan,"ephialtes, humour, percy-jackson, wonder-bread"
The good thing is Jason and I both outrank you so we can both tell you to shut up.,"Rick Riordan, The Mark of Athena","humor, percy-jackson"
"Hermes's shoulders sagged. ""They'll try, Percy. Oh, we'll all try to keep our promise. And maybe for a while things will get better. But we gods have never been good at keeping oaths. You were born because of a broken promise, eh? Eventually we'll become forgetful. We always do.""""You can change.""Hermes laughed. ""After three thousand years, you think the gods can change their nature?""""Yeah,"" I said. ""I do.","Rick Riordan, The Last Olympian","change, hermes, inspirational, keeping-promises, percy-jackson"
I was wondering how you got all that out of a single moooooo,"Rick Riordan, The Titan's Curse","moooooo, percy-jackson"
